548899,1
717866,0
666138,0
992835,0
727293,0
562584,0
922285,1
236769,0
881363,0
914284,1
284998,1
998887,1
994888,1
334552,0
216851,0
525631,0
694794,0
812956,0
159919,0
957246,0
733332,0
829511,1
482899,1
653573,0
879898,1
697912,0
714393,0
783987,1
949476,0
224211,0
989633,0
831923,0
529724,0
819397,1
267885,0
489819,1
198148,1
519397,0
254186,0
883859,1
629711,0
675452,0
555132,0
385151,0
164198,0
923483,1
155626,0
475852,0
698494,1
796779,0
268282,0
653753,0
578295,1
587829,1
192556,0
424899,1
735872,0
542634,0
288195,1
129987,0
957782,1
197631,0
438636,0
829129,1
338869,1
789172,0
572726,0
538124,0
587948,1
782948,1
734174,0
127165,0
951553,0
265994,0
379964,0
323869,1
422914,0
987419,0
923883,1
568652,0
535897,0
718797,1
146652,0
696894,0
436166,0
839657,1
518512,0
482396,0
211494,0
651938,0
339675,0
156379,0
982123,0
262412,0
141949,0
299672,0
975764,0
675951,0
423481,0
739333,0
869634,1
151716,0
252493,0
491518,1
434748,0
378652,0
435861,0
924596,0
297326,0
418118,0
293469,0
315794,0
475414,0
757774,0
979735,0
259348,0
651547,0
721417,0
632113,0
385636,0
215224,0
179283,0
146559,0
966843,0
114897,0
365991,0
854648,0
333534,0
995135,0
899573,1
834878,0
999188,1
698572,0
581145,0
617829,1
842138,0
983919,1
862497,0
193868,1
336773,0
992666,0
498445,0
628124,0
292458,1
191378,1
856623,0
471573,0
975326,0
991382,1
954482,1
755461,0
863672,0
993636,0
743957,0
168395,1
829777,1
794958,1
646831,0
838685,0
348869,1
273261,0
983925,1
785659,0
731444,0
112553,0
961574,0
897139,0
787912,1
848687,0
471346,0
577841,0
222582,0
294256,0
245154,0
566716,0
791869,1
873955,0
194637,0
563767,0
988562,0
498136,0
531442,0
159877,0
976984,1
459699,0
659376,0
334299,0
987163,0
776558,0
888121,0
678477,0
752652,0
186564,0
256431,0
388489,0
287292,0
138191,1
842391,0
637547,0
919768,0
894863,0
899321,1
157234,0
181859,1
765763,0
541722,0
449187,0
996869,1
537853,0
563556,0
317995,0
649521,0
451772,0
699152,0
453463,0
818574,0
361774,0
315173,0
699787,0
726533,0
338798,1
589715,0
163489,0
635256,0
339291,0
168143,0
949755,0
594183,0
614922,0
217675,0
474627,0
144282,0
619373,0
752234,0
235526,0
163178,0
577146,0
866966,0
417839,1
219413,0
437436,0
893355,0
894154,0
648293,1
741563,0
147824,0
942758,0
212969,0
177529,0
954185,1
814464,0
744791,0
732651,0
137655,0
438187,0
136577,0
316764,0
786285,0
538766,0
528414,0
759959,0
139776,0
769724,0
212897,0
616829,1
452666,0
925789,1
116613,0
846358,0
698597,1
166895,0
637695,0
531749,0
659151,0
464731,0
159883,0
721983,0
784992,1
158245,0
581977,1
921789,1
769277,0
446885,0
715589,0
229172,0
898838,1
979369,0
996172,0
343526,0
672173,0
984152,0
956829,1
136484,0
735839,1
943682,1
634236,0
255464,0
963277,0
319889,1
897667,0
989918,1
952381,1
998198,1
258797,1
836244,0
648674,0
666969,0
882879,1
584226,0
568764,0
352558,0
582829,1
232128,0
896418,1
978681,1
346311,0
919285,1
462646,0
283937,1
695818,1
392967,0
853293,0
547539,0
617645,0
627775,0
571425,0
648469,0
267582,0
921485,1
773239,0
623893,0
548364,0
172756,0
539473,0
281916,1
317828,0
423816,0
653596,0
874269,0
793916,0
538493,1
398792,1
799744,0
982974,1
922783,1
799881,0
141955,0
825647,0
184424,0
763545,0
279879,1
394133,0
888468,0
285962,1
469453,0
587798,0
248469,0
533977,0
224767,0
454845,0
269982,0
415313,0
674659,0
899573,1
365858,0
759951,0
415829,1
233494,0
737756,0
536156,0
381728,0
435461,0
937928,0
914433,0
448429,0
124832,0
741385,0
823214,0
425379,0
462697,0
186352,0
441263,0
957777,0
782137,0
548697,1
844969,0
811455,0
819856,1
835819,1
553747,0
147521,0
633164,0
289423,0
366793,0
618294,1
148545,0
956178,0
277448,0
512868,0
496193,0
879151,1
812271,0
132849,1
659316,0
351279,0
783823,0
859548,1
928684,1
594121,0
339456,0
955988,1
291487,0
939737,0
167341,0
397438,1
979959,0
515139,0
189938,1
129215,0
242921,0
934312,0
899368,1
915482,1
263924,0
692475,0
539394,0
658354,0
492838,1
299113,0
854389,0
792355,0
517653,0
992679,0
748392,1
576286,0
979119,0
495848,1
693234,0
142873,0
731882,0
366764,0
169619,0
946586,1
946237,0
646561,0
221785,0
744217,0
559579,0
342767,0
935662,0
278399,1
685993,1
156616,0
879218,1
715395,0
181882,0
616657,0
813194,0
889392,1
766429,0
534386,0
886124,0
181753,0
989918,1
516661,0
784948,1
739518,0
229772,0
148996,1
293148,1
649548,0
161869,1
467757,0
247541,0
614354,0
879544,1
135124,0
352367,0
221342,0
425544,0
628259,0
483965,1
438845,0
339717,0
621111,0
966175,0
859434,1
342284,0
177726,0
615599,0
941115,0
618493,1
644877,0
623435,0
716131,0
515678,0
685948,1
351275,0
662472,0
199748,1
574231,0
856316,0
184539,0
355623,0
552643,0
489333,0
752161,0
687951,1
998498,1
466953,0
324317,0
797145,0
354819,1
495997,0
852227,0
945216,0
295231,0
121775,0
741753,0
442873,0
477835,0
174915,0
196159,0
756611,0
966516,0
562682,0
597839,1
947993,0
899388,1
517656,0
296414,0
435772,0
299968,1
484799,0
994917,0
535835,0
656962,0
221623,0
717141,0
165318,0
395278,1
384639,0
719869,1
538598,1
289291,0
695244,0
893228,1
246883,0
243971,0
712695,0
964587,1
212312,0
913111,0
567855,0
277161,0
647915,0
536447,0
627788,0
232938,0
768559,0
881695,0
724929,0
159235,0
981449,0
199188,1
545976,0
955386,1
335279,0
134977,0
784594,0
285939,1
811651,0
536524,0
969446,0
588911,1
711362,0
893234,0
244374,0
585255,0
498378,1
142792,0
388738,0
774938,0
249224,0
878945,0
321578,0
734671,0
213355,0
469452,0
629398,0
913622,0
778935,0
251895,0
763683,0
822962,0
341151,0
434813,0
824849,1
999776,0
881823,0
171156,0
853231,0
969785,1
497454,0
488541,0
357166,0
422894,0
253136,0
381889,1
556975,0
341123,0
859943,1
157588,0
992649,0
619688,0
959147,0
326764,0
962583,1
431816,0
576864,0
418536,0
793172,0
573411,0
579164,0
712689,0
899923,1
576147,0
133197,0
622899,1
981683,1
994581,1
634152,0
192158,1
922938,0
989289,1
221625,0
921221,0
112659,0
861641,0
934245,0
218228,0
849681,1
972534,0
561856,0
248818,0
368853,0
696383,0
137316,0
594178,1
672824,0
328213,0
869348,1
863935,0
625485,0
558183,0
222265,0
596593,0
896887,0
839483,1
238398,1
775936,0
869264,1
423829,1
637599,0
967882,1
849563,1
839823,1
632333,0
561152,0
487865,0
675273,0
425699,0
784964,1
269159,0
459725,0
184983,1
469439,0
867342,0
717866,0
753381,0
896238,1
411873,0
981489,1
112456,0
779324,0
798798,1
334983,0
721227,0
992187,1
393864,0
972875,0
917436,0
981971,1
723776,0
473322,0
766245,0
111499,0
747717,0
114522,0
213678,0
378425,0
819564,1
859355,1
451657,0
299869,1
154266,0
779899,1
482821,0
287799,0
386272,0
829515,1
741371,0
925342,0
566255,0
964893,0
558553,0
978142,0
767554,0
567797,0
381794,0
897474,0
758392,1
752839,1
792855,0
569875,0
493196,0
292859,1
628158,0
627529,0
167795,0
523594,0
218341,0
993353,0
523523,0
247352,0
585332,0
398128,1
765673,0
584968,1
134473,0
546323,0
849316,1
522686,0
412926,0
273333,0
431346,0
938888,1
191544,0
481531,0
954635,0
682958,1
935687,1
956145,0
938894,1
869678,1
371816,0
953457,0
213691,0
912983,1
157666,0
819215,1
444773,0
859993,1
151533,0
652383,0
